"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
629,"2018-01-30 16:20:07.9750","2018-01-30 16:30:37.8290",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,490,"8 Ave & W 33 St",40.751551,-73.993934,33278,"Subscriber",1973,1
356,"2018-01-30 16:22:40.3010","2018-01-30 16:28:36.7680",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,479,"9 Ave & W 45 St",40.76019252,-73.9912551,32679,"Subscriber",1973,1
502,"2018-01-30 16:38:20.1830","2018-01-30 16:46:42.4120",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,469,"Broadway & W 53 St",40.76344058,-73.98268129,31222,"Subscriber",1979,1
466,"2018-01-30 16:47:51.9860","2018-01-30 16:55:38.9330",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,525,"W 34 St & 11 Ave",40.75594159,-74.0021163,33044,"Subscriber",1962,1
702,"2018-01-30 17:06:31.5060","2018-01-30 17:18:13.9690",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3233,"E 48 St & 5 Ave",40.75724567911726,-73.97805914282799,30739,"Subscriber",1959,1
602,"2018-01-30 17:08:05.7870","2018-01-30 17:18:08.1710",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,31785,"Subscriber",1977,1
1414,"2018-01-30 17:11:42.6790","2018-01-30 17:35:17.2810",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,19813,"Subscriber",1982,1
825,"2018-01-30 17:32:23.3540","2018-01-30 17:46:08.8830",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,448,"W 37 St & 10 Ave",40.75660359,-73.9979009,31330,"Subscriber",1955,1
1753,"2018-01-30 17:41:24.2160","2018-01-30 18:10:37.2230",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,426,"West St & Chambers St",40.71754834,-74.01322069,19018,"Subscriber",1988,1
851,"2018-01-30 17:43:28.0610","2018-01-30 17:57:39.7470",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,21097,"Subscriber",1969,2
1070,"2018-01-30 17:43:34.5070","2018-01-30 18:01:25.4550",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,442,"W 27 St & 7 Ave",40.746647,-73.993915,14917,"Subscriber",1964,1
1154,"2018-01-30 17:50:52.0410","2018-01-30 18:10:06.7020",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,228,"E 48 St & 3 Ave",40.7546011026,-73.971878855,18951,"Subscriber",1976,1
629,"2018-01-30 18:03:07.7450","2018-01-30 18:13:37.0640",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3635,"W 36 St & 9 Ave",40.75462324029105,-73.99516761302948,29980,"Subscriber",1981,1
379,"2018-01-30 18:11:03.7470","2018-01-30 18:17:23.4520",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,17297,"Subscriber",1989,1
407,"2018-01-30 18:23:29.4100","2018-01-30 18:30:17.0490",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,33454,"Subscriber",1967,1
572,"2018-01-30 18:50:58.0140","2018-01-30 19:00:30.6570",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3635,"W 36 St & 9 Ave",40.75462324029105,-73.99516761302948,28964,"Subscriber",1969,1
618,"2018-01-30 18:58:45.3870","2018-01-30 19:09:03.5670",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3233,"E 48 St & 5 Ave",40.75724567911726,-73.97805914282799,19895,"Subscriber",1957,1
585,"2018-01-30 19:08:01.4870","2018-01-30 19:17:46.8960",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651,26890,"Subscriber",1946,1
1195,"2018-01-30 20:21:58.8960","2018-01-30 20:41:53.9740",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,25285,"Subscriber",1966,1
763,"2018-01-30 20:30:04.0180","2018-01-30 20:42:47.9560",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3171,"Amsterdam Ave & W 82 St",40.78524672,-73.97667321,30214,"Subscriber",1981,1
456,"2018-01-30 21:18:52.4230","2018-01-30 21:26:29.3640",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3175,"W 70 St & Amsterdam Ave",40.77748046,-73.98288594,32015,"Subscriber",1967,1
496,"2018-01-30 21:20:23.2340","2018-01-30 21:28:39.5750",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,529,"W 42 St & 8 Ave",40.7575699,-73.99098507,21555,"Subscriber",1989,1
1970,"2018-01-30 21:44:20.7270","2018-01-30 22:17:11.5070",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3656,"E 2 St & Avenue A",40.72307749068673,-73.98583620786667,30688,"Subscriber",1964,1
698,"2018-01-30 23:45:47.3470","2018-01-30 23:57:25.4870",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,32412,"Subscriber",1974,1
1432,"2018-01-31 06:54:50.4590","2018-01-31 07:18:43.3150",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3664,"North Moore St & Greenwich St",40.72019521437465,-74.0103006362915,29391,"Subscriber",1987,2
930,"2018-01-31 06:54:51.4630","2018-01-31 07:10:22.0170",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,31317,"Subscriber",1990,2
355,"2018-01-31 07:15:25.7510","2018-01-31 07:21:20.8850",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,514,"12 Ave & W 40 St",40.76087502,-74.00277668,18460,"Subscriber",1988,1
328,"2018-01-31 07:17:37.6960","2018-01-31 07:23:06.0780",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,479,"9 Ave & W 45 St",40.76019252,-73.9912551,30991,"Subscriber",1974,1
393,"2018-01-31 07:51:18.7080","2018-01-31 07:57:52.5720",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,16414,"Subscriber",1983,1
645,"2018-01-31 08:07:21.7860","2018-01-31 08:18:07.7080",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,465,"Broadway & W 41 St",40.75513557,-73.98658032,32568,"Subscriber",1967,1
1562,"2018-01-31 08:19:09.4200","2018-01-31 08:45:11.4490",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,28712,"Subscriber",1957,1
866,"2018-01-31 08:21:46.5180","2018-01-31 08:36:12.9430",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,459,"W 20 St & 11 Ave",40.746745,-74.007756,28670,"Subscriber",1993,2
464,"2018-01-31 08:26:41.1810","2018-01-31 08:34:25.6430",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,21693,"Subscriber",1987,1
428,"2018-01-31 08:31:47.4260","2018-01-31 08:38:56.3340",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,173,"Broadway & W 49 St",40.76068327096592,-73.9845272898674,17994,"Subscriber",1960,1
453,"2018-01-31 08:32:38.6970","2018-01-31 08:40:12.3710",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,490,"8 Ave & W 33 St",40.751551,-73.993934,20719,"Subscriber",1984,1
522,"2018-01-31 08:33:05.3060","2018-01-31 08:41:48.0100",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3443,"W 52 St & 6 Ave",40.76132983124814,-73.97982001304626,27051,"Subscriber",1977,2
628,"2018-01-31 08:34:27.2020","2018-01-31 08:44:55.5760",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,525,"W 34 St & 11 Ave",40.75594159,-74.0021163,20514,"Subscriber",1992,1
1091,"2018-01-31 09:01:37.3450","2018-01-31 09:19:48.5480",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,347,"Greenwich St & W Houston St",40.728846,-74.008591,27561,"Subscriber",1982,1
735,"2018-01-31 09:06:18.3180","2018-01-31 09:18:33.5400",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,228,"E 48 St & 3 Ave",40.7546011026,-73.971878855,31164,"Subscriber",1974,1
2163,"2018-01-31 09:11:42.4010","2018-01-31 09:47:45.8160",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,355,"Bayard St & Baxter St",40.71602118,-73.99974372,32373,"Subscriber",1959,2
265,"2018-01-31 09:13:54.3210","2018-01-31 09:18:20.1500",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,514,"12 Ave & W 40 St",40.76087502,-74.00277668,33405,"Subscriber",1990,1
463,"2018-01-31 09:29:59.9460","2018-01-31 09:37:43.1750",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,33366,"Subscriber",1989,1
800,"2018-01-31 09:46:42.9280","2018-01-31 10:00:03.0810",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,442,"W 27 St & 7 Ave",40.746647,-73.993915,33374,"Subscriber",1984,1
250,"2018-01-31 10:10:36.0850","2018-01-31 10:14:46.7070",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,478,"11 Ave & W 41 St",40.76030096,-73.99884222,32161,"Subscriber",1985,1
741,"2018-01-31 10:43:36.1660","2018-01-31 10:55:58.1120",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,359,"E 47 St & Park Ave",40.75510267,-73.97498696,32225,"Subscriber",1992,1
1764,"2018-01-31 11:31:00.7590","2018-01-31 12:00:25.1610",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,2010,"Grand St & Greene St",40.72165481,-74.00234737,33383,"Subscriber",1962,1
782,"2018-01-31 11:36:04.1270","2018-01-31 11:49:06.3310",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,18310,"Subscriber",1991,1
589,"2018-01-31 13:06:49.4660","2018-01-31 13:16:39.1700",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3635,"W 36 St & 9 Ave",40.75462324029105,-73.99516761302948,30636,"Subscriber",1981,1
1284,"2018-01-31 13:10:28.7490","2018-01-31 13:31:53.0660",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3256,"Pier 40 - Hudson River Park",40.7277140777778,-74.01129573583603,32556,"Subscriber",1978,1
497,"2018-01-31 13:14:32.2230","2018-01-31 13:22:50.0610",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,469,"Broadway & W 53 St",40.76344058,-73.98268129,30198,"Subscriber",1947,1
544,"2018-01-31 13:24:00.0060","2018-01-31 13:33:04.3540",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,24963,"Subscriber",1960,1
757,"2018-01-31 13:29:19.9490","2018-01-31 13:41:57.1480",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,499,"Broadway & W 60 St",40.76915505,-73.98191841,21693,"Subscriber",1956,2
1283,"2018-01-31 13:33:34.8740","2018-01-31 13:54:57.9180",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,459,"W 20 St & 11 Ave",40.746745,-74.007756,31660,"Subscriber",1991,1
497,"2018-01-31 13:33:51.9250","2018-01-31 13:42:09.1010",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,514,"12 Ave & W 40 St",40.76087502,-74.00277668,24963,"Subscriber",1989,2
1252,"2018-01-31 13:34:06.2450","2018-01-31 13:54:58.8680",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,459,"W 20 St & 11 Ave",40.746745,-74.007756,25001,"Subscriber",1991,1
761,"2018-01-31 14:13:26.7240","2018-01-31 14:26:07.8940",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,441,"E 52 St & 2 Ave",40.756014,-73.967416,15388,"Subscriber",1988,1
2744,"2018-01-31 15:18:29.0140","2018-01-31 16:04:13.5730",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,19527,"Subscriber",1954,1
662,"2018-01-31 16:41:08.9590","2018-01-31 16:52:11.2660",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,490,"8 Ave & W 33 St",40.751551,-73.993934,31989,"Subscriber",1969,2
463,"2018-01-31 16:47:22.3150","2018-01-31 16:55:06.2030",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,457,"Broadway & W 58 St",40.76695317,-73.98169333,33321,"Subscriber",1983,1
612,"2018-01-31 16:56:47.4790","2018-01-31 17:06:59.4960",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,490,"8 Ave & W 33 St",40.751551,-73.993934,31620,"Subscriber",1996,1
441,"2018-01-31 17:01:11.6400","2018-01-31 17:08:33.1270",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,525,"W 34 St & 11 Ave",40.75594159,-74.0021163,33055,"Subscriber",1962,1
305,"2018-01-31 17:12:19.4010","2018-01-31 17:17:24.7240",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,479,"9 Ave & W 45 St",40.76019252,-73.9912551,18905,"Subscriber",1973,1
178,"2018-01-31 17:42:27.7190","2018-01-31 17:45:26.0420",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,478,"11 Ave & W 41 St",40.76030096,-73.99884222,30373,"Subscriber",1989,1
617,"2018-01-31 17:58:25.5990","2018-01-31 18:08:42.9660",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,20146,"Subscriber",1956,1
343,"2018-01-31 18:00:06.1020","2018-01-31 18:05:50.0370",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3236,"W 42 St & Dyer Ave",40.75898481399634,-73.99379968643188,33106,"Subscriber",1960,1
657,"2018-01-31 18:25:08.0650","2018-01-31 18:36:05.4750",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3635,"W 36 St & 9 Ave",40.75462324029105,-73.99516761302948,33468,"Subscriber",1981,1
599,"2018-01-31 18:47:48.6710","2018-01-31 18:57:48.0070",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3635,"W 36 St & 9 Ave",40.75462324029105,-73.99516761302948,25435,"Subscriber",1969,1
255,"2018-01-31 18:56:23.3250","2018-01-31 19:00:38.6910",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,513,"W 56 St & 10 Ave",40.768254,-73.988639,31381,"Subscriber",1982,1
129,"2018-01-31 19:19:26.6940","2018-01-31 19:21:35.9090",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,28208,"Subscriber",1988,1
268,"2018-01-31 19:44:25.7080","2018-01-31 19:48:54.0290",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,423,"W 54 St & 9 Ave",40.76584941,-73.98690506,14953,"Subscriber",1985,1
546,"2018-01-31 19:46:31.7530","2018-01-31 19:55:38.7260",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,359,"E 47 St & Park Ave",40.75510267,-73.97498696,29382,"Subscriber",1989,1
433,"2018-01-31 19:51:47.7270","2018-01-31 19:59:01.0470",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,469,"Broadway & W 53 St",40.76344058,-73.98268129,17975,"Subscriber",1979,1
1278,"2018-01-31 20:52:54.0960","2018-01-31 21:14:12.6650",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,33340,"Subscriber",1966,1
602,"2018-01-31 21:22:49.6430","2018-01-31 21:32:51.9870",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,3233,"E 48 St & 5 Ave",40.75724567911726,-73.97805914282799,18934,"Subscriber",1957,1
212,"2018-01-31 21:56:11.2420","2018-01-31 21:59:43.3110",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,513,"W 56 St & 10 Ave",40.768254,-73.988639,18474,"Customer",1969,0
650,"2018-01-31 23:54:07.9350","2018-02-01 00:04:58.8210",72,"W 52 St & 11 Ave",40.76727216,-73.99392888,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,31641,"Subscriber",1974,1
130,"2018-01-01 11:29:51.3390","2018-01-01 11:32:01.4160",79,"Franklin St & W Broadway",40.71911552,-74.00666661,276,"Duane St & Greenwich St",40.71748752,-74.0104554,31170,"Subscriber",1970,1
100,"2018-01-01 17:21:59.7860","2018-01-01 17:23:40.4170",79,"Franklin St & W Broadway",40.71911552,-74.00666661,249,"Harrison St & Hudson St",40.71870987,-74.0090009,33302,"Subscriber",1992,1
1010,"2018-01-01 18:09:31.0300","2018-01-01 18:26:21.1600",79,"Franklin St & W Broadway",40.71911552,-74.00666661,302,"Avenue D & E 3 St",40.72082834,-73.97793172,27199,"Subscriber",1993,1
468,"2018-01-01 18:23:27.4620","2018-01-01 18:31:15.8180",79,"Franklin St & W Broadway",40.71911552,-74.00666661,3002,"South End Ave & Liberty St",40.711512,-74.015756,33084,"Subscriber",1964,1
837,"2018-01-01 18:40:15.3360","2018-01-01 18:54:13.1560",79,"Franklin St & W Broadway",40.71911552,-74.00666661,249,"Harrison St & Hudson St",40.71870987,-74.0090009,26424,"Subscriber",1970,1
476,"2018-01-01 20:04:58.6150","2018-01-01 20:12:55.0780",79,"Franklin St & W Broadway",40.71911552,-74.00666661,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,26355,"Subscriber",1978,1
145,"2018-01-01 20:45:41.8120","2018-01-01 20:48:07.7540",79,"Franklin St & W Broadway",40.71911552,-74.00666661,249,"Harrison St & Hudson St",40.71870987,-74.0090009,30834,"Subscriber",1984,1
396,"2018-01-01 22:05:53.2230","2018-01-01 22:12:29.4440",79,"Franklin St & W Broadway",40.71911552,-74.00666661,3427,"Lafayette St & Jersey St",40.72430527250332,-73.99600982666016,31170,"Subscriber",1966,1
369,"2018-01-02 05:40:12.7200","2018-01-02 05:46:22.3110",79,"Franklin St & W Broadway",40.71911552,-74.00666661,3256,"Pier 40 - Hudson River Park",40.7277140777778,-74.01129573583603,26424,"Subscriber",1979,1
259,"2018-01-02 08:05:15.9230","2018-01-02 08:09:35.7240",79,"Franklin St & W Broadway",40.71911552,-74.00666661,417,"Barclay St & Church St",40.71291224,-74.01020234,15720,"Subscriber",1970,1
670,"2018-01-02 08:47:25.5630","2018-01-02 08:58:35.8560",79,"Franklin St & W Broadway",40.71911552,-74.00666661,3244,"University Pl & E 8 St",40.73143724085228,-73.99490341544151,30655,"Subscriber",1968,2
550,"2018-01-02 08:47:38.5650","2018-01-02 08:56:49.0210",79,"Franklin St & W Broadway",40.71911552,-74.00666661,293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,30796,"Subscriber",1975,1
380,"2018-01-02 09:20:50.3730","2018-01-02 09:27:10.6310",79,"Franklin St & W Broadway",40.71911552,-74.00666661,251,"Mott St & Prince St",40.72317958,-73.99480012,17921,"Subscriber",1961,1
461,"2018-01-02 10:22:21.0140","2018-01-02 10:30:02.8860",79,"Franklin St & W Broadway",40.71911552,-74.00666661,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,18844,"Subscriber",1970,1
293,"2018-01-02 12:02:33.7720","2018-01-02 12:07:27.4440",79,"Franklin St & W Broadway",40.71911552,-74.00666661,146,"Hudson St & Reade St",40.71625008,-74.0091059,15395,"Subscriber",1966,2
292,"2018-01-02 12:11:21.0420","2018-01-02 12:16:13.7790",79,"Franklin St & W Broadway",40.71911552,-74.00666661,386,"Centre St & Worth St",40.71494807,-74.00234482,18602,"Subscriber",1972,1
289,"2018-01-02 14:09:41.2720","2018-01-02 14:14:30.4420",79,"Franklin St & W Broadway",40.71911552,-74.00666661,426,"West St & Chambers St",40.71754834,-74.01322069,30128,"Subscriber",1953,1
427,"2018-01-02 14:10:54.5780","2018-01-02 14:18:01.7790",79,"Franklin St & W Broadway",40.71911552,-74.00666661,387,"Centre St & Chambers St",40.71273266,-74.0046073,20589,"Subscriber",1968,1
188,"2018-01-02 14:12:20.7550","2018-01-02 14:15:29.6690",79,"Franklin St & W Broadway",40.71911552,-74.00666661,268,"Howard St & Centre St",40.71910537,-73.99973337,33074,"Subscriber",1972,1
434,"2018-01-02 14:24:08.1040","2018-01-02 14:31:22.2830",79,"Franklin St & W Broadway",40.71911552,-74.00666661,369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,26835,"Subscriber",1958,1
1596,"2018-01-02 14:55:31.0270","2018-01-02 15:22:07.3980",79,"Franklin St & W Broadway",40.71911552,-74.00666661,3461,"Murray St & Greenwich St",40.714851505262516,-74.01122331619263,14616,"Subscriber",1976,1
273,"2018-01-02 16:03:23.9230","2018-01-02 16:07:57.2730",79,"Franklin St & W Broadway",40.71911552,-74.00666661,309,"Murray St & West St",40.7149787,-74.013012,16159,"Subscriber",1976,1
368,"2018-01-02 16:44:16.9800","2018-01-02 16:50:25.2700",79,"Franklin St & W Broadway",40.71911552,-74.00666661,417,"Barclay St & Church St",40.71291224,-74.01020234,31591,"Subscriber",1977,1
327,"2018-01-02 17:01:14.9770","2018-01-02 17:06:42.7980",79,"Franklin St & W Broadway",40.71911552,-74.00666661,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,15661,"Subscriber",1968,1
676,"2018-01-02 17:03:56.0220","2018-01-02 17:15:12.2060",79,"Franklin St & W Broadway",40.71911552,-74.00666661,312,"Allen St & Stanton St",40.722055,-73.989111,31115,"Subscriber",1971,1
556,"2018-01-02 17:31:39.7150","2018-01-02 17:40:56.4960",79,"Franklin St & W Broadway",40.71911552,-74.00666661,293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,18386,"Subscriber",1987,1
750,"2018-01-02 17:42:39.8130","2018-01-02 17:55:10.6520",79,"Franklin St & W Broadway",40.71911552,-74.00666661,483,"E 12 St & 3 Ave",40.73223272,-73.98889957,21521,"Subscriber",1969,1
353,"2018-01-02 17:44:10.7280","2018-01-02 17:50:03.7780",79,"Franklin St & W Broadway",40.71911552,-74.00666661,319,"Fulton St & Broadway",40.711066,-74.009447,29755,"Subscriber",1989,1
1313,"2018-01-02 17:59:40.5300","2018-01-02 18:21:33.9720",79,"Franklin St & W Broadway",40.71911552,-74.00666661,285,"Broadway & E 14 St",40.73454567,-73.99074142,15409,"Subscriber",1993,2
900,"2018-01-02 18:04:35.6270","2018-01-02 18:19:36.1120",79,"Franklin St & W Broadway",40.71911552,-74.00666661,3255,"8 Ave & W 31 St",40.7505853470215,-73.9946848154068,14581,"Subscriber",1991,1
2086,"2018-01-02 18:05:38.8110","2018-01-02 18:40:25.4700",79,"Franklin St & W Broadway",40.71911552,-74.00666661,448,"W 37 St & 10 Ave",40.75660359,-73.9979009,14898,"Subscriber",1965,2
1030,"2018-01-02 18:54:20.8340","2018-01-02 19:11:30.9900",79,"Franklin St & W Broadway",40.71911552,-74.00666661,3632,"E 12 St & Avenue B",40.728048571362606,-73.97881150245667,31417,"Subscriber",1987,1
892,"2018-01-02 19:22:28.1510","2018-01-02 19:37:21.0240",79,"Franklin St & W Broadway",40.71911552,-74.00666661,470,"W 20 St & 8 Ave",40.74345335,-74.00004031,32844,"Subscriber",1990,2
1085,"2018-01-02 20:21:26.3600","2018-01-02 20:39:31.8930",79,"Franklin St & W Broadway",40.71911552,-74.00666661,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,17406,"Subscriber",1989,1
689,"2018-01-02 21:38:27.5540","2018-01-02 21:49:57.3450",79,"Franklin St & W Broadway",40.71911552,-74.00666661,350,"Clinton St & Grand St",40.71559509,-73.9870295,33383,"Subscriber",1989,1
348,"2018-01-03 00:08:40.9230","2018-01-03 00:14:29.3750",79,"Franklin St & W Broadway",40.71911552,-74.00666661,3427,"Lafayette St & Jersey St",40.72430527250332,-73.99600982666016,28947,"Subscriber",1966,1
243,"2018-01-03 06:44:36.1540","2018-01-03 06:48:40.1440",79,"Franklin St & W Broadway",40.71911552,-74.00666661,417,"Barclay St & Church St",40.71291224,-74.01020234,25036,"Subscriber",1970,1
586,"2018-01-03 08:18:34.4970","2018-01-03 08:28:20.7900",79,"Franklin St & W Broadway",40.71911552,-74.00666661,335,"Washington Pl & Broadway",40.72903917,-73.99404649,33224,"Subscriber",1955,1
706,"2018-01-03 08:39:52.2740","2018-01-03 08:51:38.6400",79,"Franklin St & W Broadway",40.71911552,-74.00666661,357,"E 11 St & Broadway",40.73261787,-73.99158043,33149,"Subscriber",1968,2
417,"2018-01-03 10:59:53.0640","2018-01-03 11:06:50.7930",79,"Franklin St & W Broadway",40.71911552,-74.00666661,251,"Mott St & Prince St",40.72317958,-73.99480012,31189,"Subscriber",1961,1
840,"2018-01-03 11:06:13.1640","2018-01-03 11:20:13.4850",79,"Franklin St & W Broadway",40.71911552,-74.00666661,346,"Bank St & Hudson St",40.73652889,-74.00618026,21608,"Subscriber",1980,1
1092,"2018-01-03 11:27:16.6400","2018-01-03 11:45:29.3030",79,"Franklin St & W Broadway",40.71911552,-74.00666661,321,"Cadman Plaza E & Red Cross Pl",40.69991755,-73.98971773,30479,"Subscriber",1974,2
1105,"2018-01-03 12:33:52.4320","2018-01-03 12:52:17.7280",79,"Franklin St & W Broadway",40.71911552,-74.00666661,483,"E 12 St & 3 Ave",40.73223272,-73.98889957,32409,"Subscriber",1969,2
527,"2018-01-03 14:23:15.9240","2018-01-03 14:32:03.7990",79,"Franklin St & W Broadway",40.71911552,-74.00666661,229,"Great Jones St",40.72743423,-73.99379025,32449,"Subscriber",1983,1
876,"2018-01-03 14:51:42.5530","2018-01-03 15:06:18.7670",79,"Franklin St & W Broadway",40.71911552,-74.00666661,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,31371,"Subscriber",1984,2
445,"2018-01-03 15:12:38.3250","2018-01-03 15:20:03.4870",79,"Franklin St & W Broadway",40.71911552,-74.00666661,127,"Barrow St & Hudson St",40.73172428,-74.00674436,16413,"Subscriber",1962,1
299,"2018-01-03 15:17:44.5830","2018-01-03 15:22:44.1880",79,"Franklin St & W Broadway",40.71911552,-74.00666661,328,"Watts St & Greenwich St",40.72405549,-74.00965965,20194,"Subscriber",1969,2
295,"2018-01-03 15:17:53.2670","2018-01-03 15:22:48.5100",79,"Franklin St & W Broadway",40.71911552,-74.00666661,328,"Watts St & Greenwich St",40.72405549,-74.00965965,19834,"Subscriber",1970,1
347,"2018-01-03 15:46:09.7350","2018-01-03 15:51:56.8320",79,"Franklin St & W Broadway",40.71911552,-74.00666661,3002,"South End Ave & Liberty St",40.711512,-74.015756,30334,"Subscriber",1979,1
455,"2018-01-03 15:53:13.3540","2018-01-03 16:00:48.5500",79,"Franklin St & W Broadway",40.71911552,-74.00666661,330,"Reade St & Broadway",40.71450451,-74.00562789,15302,"Subscriber",1983,1
724,"2018-01-03 16:47:10.0510","2018-01-03 16:59:14.3370",79,"Franklin St & W Broadway",40.71911552,-74.00666661,401,"Allen St & Rivington St",40.72019576,-73.98997825,31612,"Subscriber",1977,1
335,"2018-01-03 16:55:43.2210","2018-01-03 17:01:19.0140",79,"Franklin St & W Broadway",40.71911552,-74.00666661,417,"Barclay St & Church St",40.71291224,-74.01020234,28467,"Subscriber",1977,1
139,"2018-01-03 17:16:11.5070","2018-01-03 17:18:30.9630",79,"Franklin St & W Broadway",40.71911552,-74.00666661,146,"Hudson St & Reade St",40.71625008,-74.0091059,33215,"Subscriber",1961,2
